jxAccount	jsAccDatabase	jsAccount	nAccValG	nAccValS	jxServerGroup
鬼子小刘	2	ydhydh0090	136293	1660	31
花岗岩	2	huagangyan8	546369	31349	11
花笑笑	1	lianghuage	81377	157	12
金刚葫芦1	1	tabiantai2003	752592	1542	11
懒猪兜兜	1	akik002	223942	1463	41
冷剑飘血	1	aq6601315	267143	1500	241
龙★狐	3	cd100608571	316537	1414	41
玫瑰黑客521	5	lihua19840110	646419	4972	31
梦幻水1	2	trlion5	153904	96	41
摩沙卡冰	1	splwilyu	233175	1405	11
裴元庆-神	2	plg6373165712	141949	1520	31
起舞弄清影	4	jsff146282	577506	1402	12
前后夹击	1	47722593	559432	50585	41
清枫秀吉	1	wyf8216179	79245	83	11
秋思绵绵	1	yanyong51	360741	824	41
若尘雨薇	1	youchen_ns	444464	2384	12
伤感王子	1	15056567586	487877	1009	241
少林达摩	3	luyongjie2009	545602	124357	12
十二傻哥	2	qwer378060473	99644	843	31
逝情少爷	2	snakesun	683956	13700	31
索特酒仙	4	house512	126697	59	11
踏浪而来	1	knight88829978	490538	619	12
天剑之剑	3	985112008	464222	646	12
天之子000001xt	6	yening180	167690	600	31
王民安2003	4	hsdianqi	528504	0	11
卫生监督所	2	zxm1234xb	1453776	2300	31
我是霸王龙	4	zds202010	675702	0	41
我是华年	1	saga1273	838444	1485	11
我要善良	3	panjiaxing123	191236	1122	11
西安霸王龙	1	jsyebyeb	94127	2289	11
小白金龙	1	chenqunxing01	121694	771	11
小算盘	2	8431524lyz	103485	1978	31
笑熬浆糊	6	du0281	338447	1340	31
徐夏川	1	108107838	366907	459	11
叶蹁跹	3	cxyvalve	414249	2411	12
夜郎自大	2	8431524wyl	174145	12053	31
忆水寒	2	dxshb90981	186946	907	31
云中悠游	4	yy_zhuo1	624738	1477	41
中原一点红a	4	7687069	65390	548	41
逍遥敏	4	rym52520	339101	1085	11
001hyh	2	xindiangus	72727	10	1001
004810	5	985849751	60167	0	1171
008281	1	lijianqiaolw	285713	0	1001
01014764119	3	wq7892541	139505	1	1181
011212113bhe	1	011212113bhe	245050	0	1081
031927	4	090330	66148	0	1001
04148696986	2	04148695129	55409	2	1021
04346222308	2	13843423103	117141	60	1021
04716961166	6	047162913810	143900	20	1251
0471731027	5	047162913810	67266	0	2001
05649778	6	qmanmin8qq.com	121522	20	1081
059071262	6	059071262	56488	0	1001
0594_lee	3	0594_lee	60065	0	1051
07453331122	1	603816545xx	338205	0	1081
07668750585	3	7151044021	90180	0	1051
076922872732	1	fgwzhuyao	65405	2	1181
08177315247	5	xjws888	70131	0	1021
08724124617	6	3436506816	67507	20	1081
103954279	6	youbanfala	76090	11	1181
104539928	2	36443652	108997	0	1021
104727906	3	104727906	65281	0	1181
104shishang	2	fkldzh12345	60630	0	1021
107205042	1	jokelaksss	57944	0	1051
108265132	5	zhongwei9876543210	87322	0	1081
109643259	5	109643259	305203	739	1081
1101108	3	1101108	1234726	0	1051
110608184	6	13720763158	111220	0	1081
112130332	6	112130332	120368	119	1051
11295201315	1	llm048029	82789	0	1001
115420026	5	ms09414	65165	0	1021
116734379	1	QDNTV3	116906	200	1181
116lovemeng1314	4	471410483jx	68119	0	1181
1210625190w	4	957307	83656	0	1081
122329045465	5	523142556@qq.com	70036	10	1181
123656670	1	123656670	97369	0	1071
123hardy	4	zds202067	78002	0	1001
125353015	4	chenendian	143434	50	1181
130000060	2	wjf13604444468	192358	10	1021
13016899807	4	13016899807	199861	0	1081
13029511555	5	a308698463	62316	0	1171
130505988www	3	xs2302009	80946	20	1081
131415d	4	475225514	70744	10	1181
13307107887	1	767341763	172163	0	1181
13560330032	1	13560330032	145911	0	1231
136915359	3	83988266	59855	0	1051
13761431775	6	hxhjxsjboz	102453	80	1231
13784299862	5	lzq_348909022	50763	12	1021
13787550945z	3	hzyhzyz888	321579	20	1081
138905552222	4	wohenniduo	68550	0	1181
13966389866	3	shenlongtao2008	66306	3	1081
13973729003	1	13973729003	102627	0	1051
14428216	5	15528216	201011	615	1021
153732528	2	413345403	97195	0	1021
156079666699	4	156079666699	327092	0	1181
15773370888	3	715666495	1358404	0	1051
15801326749	2	fenhongdoudou	79495	0	1171
1596411	2	954238	92538	0	1021
16102895	6	13873531505	57023	0	1081
175159374	3	175159374	54181	1	1001
175350612	1	duguyijian@	63965	0	1051
175799959	4	175799959	66186	4	1001
176198960	1	176198960	139661	4	1051
183632572	4	13786337617	59980	0	1051
184505738	1	cx1987913	64348	0	1051
184582745	5	184582745	65266	0	1021
184582746	5	184582746	106731	0	1021
185199552	6	18519955	136327	0	1021
1861551	5	lukecc	304299	0	1171
191689113	1	191689111	51401	0	1081
19698251998111	1	13981080015	136941	10	1001
197710250	6	zcomjxsj	140881	0	1001
19971386600gc	4	19971386600gc	102239	0	1001
200300583	4	kstg2721196	72730	0	1081
200310010228	4	y282321475	160245	5110	1081
2006qingqing	4	2006qingqing	50620	0	1081
2007hqj	4	yzhqj2009	103004	0	1001
2008510	1	200851030z	114319	10	1001
2008zjhz	2	2009zjhz	65505	120	1021
215786997	6	215786990	125417	3	1081
2172573	5	chinabill88	75210	0	1021
21797672	1	21797672	59917	0	1001
21@@21	3	xszhouxian	132066	20	1001
21wpfbc	4	liulixia755B	59497	0	1081
2222436	3	gdcztht2	111627	0	1001
222qw222	1	303774979	66305	0	1051
2231083z001	4	2231083z888	51336	0	1081
22372240	5	22372240	70251	22	1001
225120392c	6	225120392CC	252647	2	1081
236241157a	1	zl2406471	56689	0	1081
241875824	5	241875824	56692	10	1021
24404944	5	jinxiujiangnan010	65637	0	1051
244395980	4	866294518	63499	0	1051
250529880	6	srn770	59765	0	1081
250747114	6	846772019	79548	0	1071
252656056	3	252656056_2	90309	10	1181
253049452	2	253049452	145209	100	1171
253357659	3	253357659	62938	0	1181
25348002	3	251153846	54264	0	1051
254128781	6	yyyuliang	51622	0	1081
25829414	4	25829414	224127	0	1081
258391101	5	841389	56031	0	1081
263462601asd	6	13708171182	62635	0	1051
2654955@163.com	4	2314245@163.com	87740	10	1081
269979946@qq.com	3	53019830526	126005	0	1081
272007805	2	272007805	60761	1	1001
27260452	4	SRSFXY04SJSB	87036	0	1181
27538392	1	KSMX0037189	55544	0	1081
275860714fu	1	275860714fm	56399	0	1001
278122951	6	278122951	51530	0	1021
279687771	1	279687771	63549	0	1001
281590	2	159753jxsj	83028	0	1021
284503234	6	xiaowanggege001	166374	571	1001
284589328	4	e88078135	56756	0	1081
285651891111	1	285651891	97609	0	1081
287841482	1	287841482	78110	0	1051
290056332	5	290056332	215574	0	1021
29226818	5	29226818	84103	430	2011
296954006	1	sdk268@sina	391053	4	1051
29929887	1	28829357	99022	0	1181
2yangbofeng	2	1woailina	362873	0	1171
2zjs0306	5	zzzjjjsss0306	159153	400	1081
3.3.3.333	3	qqcrystal521	55858	0	1081
3012204	3	jstotopa	239621	2100	1001
304303552	1	304303552	70746	30	1081
304595166	2	qiankongwudi1	68328	11	1021
304774640	1	a31022615	76935	10	1081
305292779	5	nidaye221	84117	0	1171
305558770	5	305558770	153785	0	1021
306675892	2	Skywalker420	71009	0	1051
3068121713	2	qy289796828	123769	0	1021
306834608	1	zz1936@126.com	104917	0	1051
308100389	4	308100379	56994	0	1001
3119165	1	3119165	258092	650	1001
3131400	1	3131400	86855	0	1001
313979698	6	313979698	112653	0	1081
318glq2008	3	a45088209	56509	3	1231
3260684p	4	3260684pp	566547	70	1231
333xiaogui1	1	304793284	131623	0	1001
34145437	1	wangjian810714	72069	1	1081
3436506811	6	3436506819	60972	2	1081
346263889	2	leisimaozhuanshi001	151775	0	1171
349163765	1	meijianhua528	81039	0	1001
35533057	1	wuli036	58675	1010	1001
359471826	3	q281136474	841232	0	1051
360795452	4	zhuyi2003724623	80709	3	1081
361990641	3	as251802905	66876	0	1081
363222304	1	363222304	135877	8	1071
36365000	2	363650004	67759	40	1081
372132403520	3	a372132403520	91503	0	1231
372342629	1	569124242	141113	0	1081
375092000	4	juepeiben	116867	0	1051
378888270	2	hui174435531	57731	0	1021
3805323li3	3	3805323zk3	50183	0	1001
3925120	4	3925120	94340	0	1051
397126912	1	397126912	105263	0	1001
403705343	4	89995245	74628	0	1001
409612055	3	xqtmq	117177	10	1001
421727876	6	q284268	65383	0	1181
425413969	4	TT2026	373919	710	1271
4265997	5	jlytslj	319399	4991	1021
43003134	1	huangguiwei10080	58307	12	1001
43067249	5	523142556	56847	1	1171
43748443	3	43748443	66379	1	1081
4435080wxh	5	4435080wxh	63282	10	1021
447961674	1	447961674	77360	0	1051
451248079	1	songyuan413806915	69189	1	1081
45241609	4	69955099xz	51421	0	1081
45612611	3	chenqichao007	159998	0	1051
457696372	6	ting710211	132257	650	1081
463264547	4	463264547	114273	0	1081
469587890@qq.com	5	xiao_wangyafan	78057	0	1021
471157567	5	109643257	141508	30	1081
474663715	2	474663715	77575	0	1021
475914524@long	1	475914524@yao	61883	0	1051
48420918lyf	5	48420918lyf	117270	0	1021
48910181	5	bangebaby_xin	64791	0	1081
493441148	1	493441148	163016	10	1051
494628204	6	tycbxj4946282152	86629	1537	1001
494628230	6	tycbxj4946282153	85943	8	1001
496560722	1	qw66114560	79625	0	1021
501300050	1	stzyx217822	55110	0	1001
503121359	1	liubing.1	62254	0	1001
503473394	1	396843932	103554	0	1081
506300389	5	gui_yan006719	66992	10	2011
50742107	3	dzq35531	57117	0	1081
510122198701018116	4	zds202072	61939	0	1181
512866038	3	5481688@uc.com	64817	110	1001
515153663	3	jianxiashijie@huangdianjian	638952	160	1081
51706805	2	62485070	252662	1050	1021
5201314lgp	6	5201314lgp	174904	170	1081
5201314pkpk	1	243248886	70803	0	1051
521123050	4	feitao8848	142070	0	1051
52284008	1	52284008	153659	0	1001
52339014	5	sdwfzy2	93835	18	1021
527535938	1	5203344liy	68020	0	1051
52908675	1	82161347	114411	10	1001
529980546	5	glx0007	329613	100	1021
53995930a	3	53995930b	129617	101	1001
541128602	6	q7425159	116880	1015	1181
546428841	5	610910721	57718	0	1021
547021565	4	393268796	106409	1000	1051
54973616	5	hbhdyi2010	113435	0	1021
56149777	2	5614977@163.com	113604	0	1021
57371100	1	sdk2688	93444	10	1051
574424640	5	zhongwei87654321	72388	10	1081
57805174	4	57805174	69789	0	1001
5988_81	3	5988_09	615025	0	1051
602700919	4	602700919	55546	0	1001
60350666	4	78025900	135233	38	1181
61212099	5	xuyihan1014	85226	0	1021
61331134	2	553869119wz	63018	0	1001
617301950	4	617301950	210003	0	1081
61861432	6	mntui	127951	10	1081
62480004	2	62480002	58798	0	1021
62659502	1	richcat10	50828	0	1051
63150217	2	gaobiejw	217712	0	1021
64048038	5	15993734690	55137	0	1171
645029339	6	lantian205	143962	29	1181
652823987qq	1	652823987qq	723532	0	1001
66628667	3	66628667	116655	0	1081
670608066	1	670608066	127521	0	1081
67209932	1	67209932	55401	6	1051
673482571@126.com	1	zhouguiyou@qq.com	56892	0	1081
6887106	4	hy2069	145174	6	1081
695421386	3	071431000190	112697	10	1081
69955009	4	45241609xz	69322	10	1081
699550099	4	69955099xzy	60412	0	1081
69955099	4	45241609xzy	308719	0	1081
73112508	4	9573077	51812	0	1081
733005	1	733003	142634	3296	1001
759460167	6	757505307	91997	1	1081
76201511861	5	wang_feng7620151	66380	11	1021
768507	3	768507	117210	6	1081
76886365_	4	a76886365	111445	0	1081
77317807-1	3	hao7686309	163719	0	1001
78597130	6	78597130	85418	0	1051
7895386	1	200804010001	57459	0	1001
805017397	1	yangwenbo2003	125225	0	1051
81785980lean	3	doushiguapi4	69573	0	1051
8228373	1	fangdapei	246169	64	1081
831214jx	2	831214cc	163380	100	1171
83505275	3	xiaojei67	70119	0	1051
843145926	6	everyear	66066	30	1181
84800572	5	xiaoxinok@qq.com	277281	80	1171
85303602	3	ni......hua@163.com	226273	540	1051
85851039	4	zds202066	62429	0	1051
86311773	3	86311773	69362	0	1181
8711123	2	zhaokai7779	334454	0	1021
8797633	5	573983141	151795	0	1021
8818968xin	1	8818968xin	57228	0	1051
88238231	6	qq353445	51197	0	1051
888sht888	6	songhaitao6386815	145193	0	1051
905450	5	905450	109172	10	1021
9183890	6	sky9183890	61560	0	1181
9325226	1	love3393250	83225	0	1051
94371935	4	94371935	83636	10	1171
95346598	1	603816545@qq.com	126701	0	1081
a00096999	1	96999i738	55717	1	1081
a1348455	1	lz1396643	174512	10	1051
a13720206627	6	luck78679978	56314	0	1001
a278376395	2	a2815880	76686	300	1021
a4105637	6	ZHU13786049661	111391	6	1051
a4106913429	5	panyue1983	61712	0	1021
a492768333	1	z492768333	108753	70	1231
a6523254	1	a6523254	131933	60	1081
a88453766	2	595931846b	79451	0	1021
aa6689506	1	aa6689506	79450	0	1051
aaaaaa162534	5	zhao162534	88071	65	1021
aaabbbyl	3	aaabbblab	313307	0	1181
aabb017890	5	wangdong270135	69833	1	1021
aabb0178901	5	wangdong270132	204972	18	1021
abcc1234	6	15928494115abcc	86095	0	1081
abcchj01	3	chj1qm	275680	280	1261
abcd1379	4	qq705003	72352	3	1001
abcd1387	5	goer1979	62739	0	1081
abl158cku	3	k13712765629	207476	0	1081
aehomj	4	aehomj	143574	2340	1001
againk21	3	7151044022	83478	0	1081
ahang_1	4	liu732682377	65313	0	1001
ahongliu1	4	94077938	194610	6	1001
aifei1291	5	tongwenwu120	58196	0	1021
air18880000	6	air1888000000	112167	0	1051
aiyongzhang	5	aiyongzhang	61594	30	1171
ald123ald3	6	ald123ald400	73359	5	1001
alexander.w	2	alexander.w	239247	110	1021
alibaba19841024	1	alibaba19841024	69852	0	1001
althome	5	wangdong270137	76654	0	1021
amwgjn	1	sswvfir520	60614	0	1081
amy5535	3	qqcrystal520	58362	0	1081
andy8822	4	ggtdkj08	65858	0	1081
andylone11	3	andylone111	332795	9	1051
andyman9999	5	hwt0903	84940	0	1021
angel31	6	cl.angel31	56437	1	1051
anli289807520	4	anli289807520	62287	0	1181
anshunym	1	anshunlxx	71219	0	1001
ansoncv	1	ansoncu	66770	0	1051
anyeliuxiang09	1	hongchenmowen08	78522	0	1051
aosharenjianwantouzhu	5	pxuelin@163.com	82262	170	1181
apalove	1	dashuwan731	57379	5	1001
apperr8086	5	apperr8087	89233	0	1021
ares_lew	4	tdlc151	72289	0	1001
ashura09	1	hongchenmowen07	78111	0	1051
awficelcai	3	lishuanglanjx	52202	1	1181
ayanbatongguan	4	ayanbatongguan	50515	0	1051
ayellayell	6	yellisagirl2	110059	0	1001
azliujiang	3	azliujiang	104957	17	1181
b041008	4	luo041008	188134	0	1231
baa21	5	cllszjtjs	175088	10	1021
baimangpu	1	baimangpu	95002	0	1081
baiwell2007_1	1	baiwell2007_18	185461	58	1001
baiwell2007_10	1	bwell2008	68877	10	1001
baiwell2007_11	1	bwell2009	86049	0	1001
baobei13701115721	6	200716020111	112860	0	1181
baoxianjun107	6	tycbxj4946282151	183304	1509	1001
bbsyyt	1	yujianwa1	108302	0	1051
bbzzld	2	bbzzld	65907	0	1171
beer201	3	zz251802905	131466	17	1081
beitang120109	1	mowenhongchen	56054	0	1051
beixiano1	1	beixiano216	82412	20	2001
beixiano4	1	yjja050	92046	80	2001
benbiao	2	benbiao88@163.com	118470	150	1021
bestcoolgod	4	bestcoolgod	524888	0	1181
bianou_national	2	panasonic_national	92061	0	1081
bingrouyudie	5	yuanlp197857	77765	0	1021
bingyuangel	4	bingyuangel	241768	10	1181
bird07521	5	bird10521	146134	390	1171
biyees@tom.com	3	aq251802905	72503	0	1081
bjlsr8225	5	xyzg00	420690	0	1021
blackang	1	blackang	70872	14	1021
blue5920	4	cheng514920	218381	0	1081
bobmay	1	queena5	119499	0	1051
bobmay6677	1	quiqui119	136676	0	1051
boxiaoxiao_002	1	boyawen_006	57955	0	1001
brd520	2	swz516888	301625	0	1021
brotherfax1980mc	5	brotherfax1980mc	112666	0	1021
buran1205	2	gc1000020000	62470	10	1171
buyanlong007	1	zhangjinxingliangting	117200	0	1001
c.x.j123zz	6	cxj123zz	65696	0	1081
c13849569815	2	c13849569816	63829	0	1021
caoxifochang	1	caoxifochang	132068	70	1081
caoxunliang3	1	arjohuntleigh003	161630	210	1181
cdmay_g	3	zybiyungerlg	71598	0	1081
cendasong@126.com	4	cendasong@126.com	154603	510	1081
cf7136318	1	5520552000	56111	0	1081
cgqpxj2008	2	cgqpxj10006	149551	10	1171
ch00064744ok	1	sllk3	108285	10	1081
chaijin	2	chaijin	104562	0	1021
chang82513512	1	xundong@395468546	834215	140	1181
changshaligong06	4	200310010229	55671	2	1081
chao0079	4	wdc@398611700	56343	0	1181
chaochao26620118	4	ifengvs2008	63703	0	1051
cheng13588916801	4	cheng13588916801	246273	43	1181
cheng16801	4	cheng16801	61784	0	1001
chenling98	4	chenruikang2008	419729	98	1181
chenxingluoyue	2	liangguan033	140880	10	1021
china128	2	116572600	105227	70	1021
ching003	3	ching003	119341	180	1081
chiyunfei1985	1	81797080@2	59126	0	1081
chs00670	1	zeyin9248	57017	0	1051
chx9698	4	haimeili4898	56177	0	1051
cj_63524217	4	cj_63524217	115008	0	1081
clark4587	2	cxclark4587	92415	0	1021
cmahla	6	cm@ahla	142925	0	1081
cmxwjt	1	cmxzxz2009	243066	0	1081
cmyb200802	1	cmyb200802	149332	710	1001
cn19741974197430	1	cn19741974197430	80388	2368	1181
cnm333333	5	wushuang@wuji	58474	10	1081
cocoa226	2	leisimaozhuanshi003	74912	0	1171
congdingxin	1	chenhao1609	62803	0	1001
cool_62058223	5	pipilongzhu	189930	0	1021
cspk1122	5	cspk2222	80340	0	1081
csz1001	3	csz1001	136739	5220	1021
ctlib1981	5	whbqfuhuo1	93216	0	1021
cwz128	4	zyq_2669	175915	0	1181
cxm226	4	cxm226543210	65397	160	2001
cyc20080101	5	s3h54sh	69413	20	1001
cyc5633958	5	fgh23rth	68688	383	1001
cyyycdt	2	cyyycdt	103204	1100	1021
cz110	3	cz258600617	77696	0	1051
czk372011	1	czkjx372011	181318	600	1051
czn3344	1	czn33	155534	0	1051
czsongjun	3	hbgasjsyk8889	189602	0	1081
dabin0000	2	jp87912311	69049	0	1021
dabin6666	2	68647406	81758	0	1021
dade118	4	dade118	131257	0	1081
dagang5219870225	5	250003888	94357	0	1171
dagangak47	5	dagangak46	173971	11913	1021
dakai0	5	sh261206924	64633	1000	1171
dangxiaohude	4	dangxiaohude	448361	13300	1081
dangxiaohude3	4	dangxiaohude3	59850	0	1081
danmoyunxi	1	danmoyunxi	73691	0	1001
ddzq355391	3	dzq35530	78271	14	1081
den240	3	852782746	65470	0	1051
dfss1001	5	dym620219	159287	1000	1021
dgnxolog	1	dgrccoa	134564	0	1181
dgnxxd	1	ologdg	125900	10	1181
diguo1613	5	baishanheishuihesheli	64300	0	1021
dingbaoxin315	3	20080808xin	58528	0	1051
dingqinming	5	dingqinming	56649	0	1181
dm42110961	1	dm42110961	95788	0	1001
dodocat520	6	jianxiashijie1119	64025	0	1081
dongchunyang80	2	lidanqi01	98469	10	1021
dongsheng150	6	caifa150	76419	0	1001
dongxiangquan	6	dongxiangquan	70714	10	1081
dongxiao85	5	1818170	166185	0	1021
dongyanqiu73	1	arjohuntleigh004	55261	8	1181
dosmon	3	xiaozhu84741159	1537689	26	1051
dqfpan050909	3	dqfpan050909	318571	5100	1181
dqzcg332	5	wangdong270136	72697	0	1021
dragoonpro	3	madracula008	152174	0	1081
dtwz00	1	linzedong11	266973	1	1181
duduvh	2	heixiuhua12	74321	520	1021
dugushaolin	1	dugupiaowuyihui	75989	0	1001
duhuan887	2	duhuan8899	55642	0	1021
dwbasd00	5	dingqi261020	120665	0	1081
dxqjstxz01	4	lsok88880a	119068	0	1001
dxw99	6	chbb1010	69685	0	1051
dymss1001	5	dym900703	122137	0	1021
dzq3553	3	dzq3553	253210	12	1081
e_t2000	6	sndxjacm	103762	0	1181
early1988	1	early1988	82121	0	1001
east0808	5	misscl	68388	10	1021
eckoecko	4	25301813	145959	0	1001
elvis1984	6	dajj84	66687	0	1231
erdai1012	4	hua1662009	61777	0	1181
etesibu1	1	2008__xiaomu	133954	0	1181
f__wly	5	f__wly	62218	0	1021
fayuangongzuozhe	4	13488065300hou	56729	0	1181
fbi_20	3	fbi_25	72444	0	1001
fccfd2006	4	8898661231	110974	16	1081
fengshuohan	4	573795956	82548	0	1181
fenyong123	2	8362333a	99893	0	1021
fifa_3000	2	fifa_3000	108495	0	1021
fighterzhao	6	zhaoxu831	55612	0	1001
figo7775	3	figo7778	1151317	0	1051
firstjx	1	first2004	50899	0	1001
firzhang612	1	firzhang612	62914	0	1051
fjdxw	1	ctzzcjj	64348	0	1051
fjp189	4	fjp189	132492	0	1081
fjw851015	4	pu_pu8888	57984	0	1231
fly2003_410	3	lcy2009_410	66505	40	1181
flybird139	1	733006	102158	399	1001
fuakyou	1	maomao55	56693	0	1081
fx128	5	wxj19800902	158175	0	1021
fxlhack	3	dosmon@163.com	2032537	4071	1051
fyg821	5	honghong805024	63293	12	1021
g00000033	2	hyaimanyuan	58785	0	1021
gang1985217	4	624935363	56076	0	1051
gao_xuewang	4	gao_xuewang	119412	1460	1171
gaofeng_101544	2	gaofeng_101544	147102	17	1021
gaopenglongxingtianxia	4	zhouqianshuang	62871	0	2001
gaoxiaoke1	6	yangshaodong02	50037	0	1001
gdmzjl020	4	mzjllyd552555	66668	0	1001
gdmzjl200	4	mzjllyd662566	141806	0	1181
gf198361	4	shouji13750801203	86246	40	1081
ggtdkjj	4	ggtdkj00	56137	0	1081
ggyy304793284	1	ggyy304793284	681847	0	1001
ghfei2000	1	peony10000	170238	0	1051
gjd1996	5	dh@163	385093	19	1021
glaicq	5	glaicq	368154	15059	1171
godwife7969	4	godwife7969	146640	2020	1181
gokie111	1	275860714fu	59467	0	1001
gongaizhen	5	liuwei815100	177868	0	1021
gongshihong1983	1	qq236575922	65641	0	1051
goodgirl0129	2	lulu080509	191437	18	1021
goushidegou	1	abc2009jxsj	50039	0	1081
grandiajg	1	grandiajg	141990	0	1081
gs@henu.edu.cn	2	gs@henu.edu.cn	66087	0	1071
gte070003	4	gte070003	149693	17	1231
guaijiajia1	5	jiankangkuaile1	1147011	38488	1021
guan620	3	andylone11	117610	10	1051
guansina	5	13909886779	62471	0	1021
gudumowen10	4	kofcs361912	83694	0	1051
guiyong1007	4	02700000003	125347	2	1001
guzhijie_2	1	tanhua_007	69957	0	1001
gzbjxw	4	gzbjxw0202	69087	0	1001
gzgsyzf	5	gzgwyzz	69517	10	1021
h22664488	2	xiangdangniubi1230	367058	900	1171
h547590321	2	zb5300830	88514	0	1081
haao1123	1	tytmu1122	78020	0	1001
haifeng56	6	haifeng@56	707708	220	1081
haifeng57	6	haifeng@57	98485	17	1081
haigee16	4	haigee16	120066	8	1001
hanbaige	3	wudaimin@163.com	151573	141	1081
hanjiang2007	3	hanjiang2221	89577	0	1051
haoj006	1	haoj2035	72576	0	1001
haowawaruye	2	facai092776	67150	0	1021
hata053023	2	62480000	51683	0	1021
hayc_audit	3	hasycgs	105695	60	1051
hb160298196	3	shenlongtao2009	65900	0	1081
hbbfxyyxyz	2	hbbfxyyxyz	62592	10	1171
hbdongbinhb01	1	hbdongbinhb01	137077	0	1051
hbgasj8888	3	hbgasjsyk8888	83912	0	1081
hbjmjszh	4	hbjmjszh	210266	440	1051
hbnqm_x	6	mingziyaochang	477693	46	1001
hcj741220	6	hnf821030	226238	9	1001
hcq_hs2	2	fkldzh123456	188660	0	1021
hdk13703822290	1	hdk13703822290	63358	0	1181
he198312142612	1	200865335	98796	0	1081
he7828ch	6	he7828ch	206789	0	1021
hehui73	1	hehui19731	95697	90	1051
heiying916	2	sjzlbt	56632	0	1021
hejun2006hj	1	zhoumin000000	106861	0	1001
hellen105230	1	hellen105230	95275	35	1181
hengfuning	2	hengfuning518	83784	0	1021
hengjiexiaoxue	1	hengjiexiaoxue	75125	0	1001
heshen080	4	HESHEN20009	107479	10	1081
hfoxky	2	foxky	79473	500	1071
hfxgy	2	xgy860924	68162	0	1171
hgbdsm	6	czdstydg	161844	0	1181
hgjtzp	1	hgjtdzt	340299	20	1001
hh1733	1	hh1733	63759	15	1001
hi1011	2	hi1011	147335	0	1021
hi1011@163.com	2	maren01.	120547	30	1021
hj394339172	4	he394339172	135504	0	1181
hjb19890596	4	ZJXHJBJXQY	55566	0	1081
hl8462128	2	xiaobao_1006	71763	0	1171
hlx67952535cq	1	hlxhenry	68677	0	1001
hnlvdan	5	wtrocky	123756	0	1021
hnq712900	1	whq7892541	192145	514	1181
hnxtxzy@163.com	3	xuzeya	159340	0	1051
hnzw56769	2	zhb99zhb	185180	10	1021
hongbo5202004@21cn.com	6	tang5202005	51125	0	1081
hongfhh100	3	xiaozhufhh84741159	325998	90	1051
honghemiaoyu	1	fr121090109	155150	0	1081
hongliu126	3	lenovodog	71796	18	1261
hongy321123	1	88017262b	67395	0	1051
hongyuan001	1	kings0ftgame	59975	0	1001
hopejilin1	5	hopejilin1	82955	0	1021
houxuesen004	6	wcnmjxsj	56298	0	1001
houyi00001	5	laoshu596695458	113913	0	1021
houyi00002	5	laoshu472209377	119815	181	1021
hq04116	1	pengjie13985403143	69322	1	1081
http_wd_com	1	laik_e1126	57047	0	1051
hua841013	3	hua841013	74253	0	1081
huangendian850322	1	171865029	62184	0	1051
hubaozeng0531	5	hubaozeng_005	73765	118	1021
hubaozeng_09	5	hubaozeng_002	66276	100	1021
hujianlin9999	3	huobite07	62928	10	1081
hujing070423	3	xufeng9555	81357	0	1051
husihua521	1	husihua888	68125	0	1051
hw510821899	5	109643258	72027	10	1081
hwh202	5	yunfeiyu2009	58235	0	1051
hwmojh	4	hwmojh1129	333628	0	1081
hxf19830101_	4	13775109396	96140	9	1001
hxf19830101__	4	5109396	59296	5	1001
hxing_jack	4	hxingjack1	656304	0	1181
hxnqm2008	1	hxnqm2008	123842	0	1081
hxwx520	3	6288490..	60855	2	1051
hy2733033	2	leizhonghua888	100604	0	1051
hyqyqh8	1	yxfhy12345	67994	0	1001
hzcxyy11	4	3035252299	53828	10	1081
iambadboy168	5	iambadboy167	66961	0	1231
ice.peak	5	bingfeng52101	72467	1	1021
ing7	2	jack13439890340	61848	0	1021
itisnotajoke	2	itisnotajokea	58337	0	1071
itisnotajoke2	2	itisnotajoke444	55965	0	1071
j23020849	4	fufahong	55643	0	1081
j3449807	4	j3449807	438528	1780	1081
jacky8661186xu	3	jacky8661186xu	132489	10	1051
jameswan_cn	4	jameswan_cn	67667	10	1081
jason_liu0512@hotmail.com	5	a5701561a	56794	10	1051
jcz710421	5	ZCJ71042104	55780	0	1021
jhl000518	1	Jhl740312	98674	1970	1081
jhlz163	4	jhlz163	134560	0	1001
jhmqb003	4	tdlc150	50259	0	1051
ji7758991	6	aaa362086161	62816	0	1021
jiangzs002	3	jiangzs002	163921	32	1181
jianwufenghuang	4	jianwufenghuang	142238	30	1001
jianxia_lhh4012	5	15936278160	61905	1	1171
jimmysmile168	6	z49120021	107253	0	1051
jinfang3030	4	jinfang3030	78489	30	1081
jinjinjin78777	5	dongzipaoshang1	60295	0	1171
jinshangood048412	2	lvjianzhang88	85996	20	1171
jinyinanwohenhao	2	leisimaozhuansheng002	72611	30	1171
jinzhiqi25	3	daohaowangbadan8	72290	0	1181
jiugui8001	1	HUYANGTD88	50047	0	1001
jiuj1838	6	6912737	58566	5	1001
jiyun625	4	zhou19860205	65884	10	1181
jj02684746	5	hj00321343	62098	0	1021
jjii015350	4	94784251aa	122532	3933	1081
jolhw	3	maple_hoom	526872	0	1051
jp84827103	2	dapeng84827103	68823	0	1021
jqp1	3	7151044023	76954	0	1081
js64311451@3	1	js64311451@1	598376	40	1181
jsxz1234	4	zhourunze03	225371	0	1001
julan888	1	julan888	99365	0	1021
junaaron	6	junaaron	58568	0	1001
